"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","1999","438","4430143","9.89","9.83696456837443"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2000","444","4451687","9.97","9.97141547325131"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2001","425","4464034","9.52","9.52353459322258"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2002","416","4472420","9.3","9.28834994630138"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2003","434","4490591","9.66","9.66688609008976"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2004","369","4512190","8.18","8.2773497019483"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2005","433","4545049","9.53","9.67373793149708"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2006","445","4597688","9.68","9.75073303369814"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2007","480","4637904","10.35","10.4653702899749"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2008","454","4677464","9.71","9.85884980979056"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2009","412","4708708","8.75","8.92742391233562"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2010","391","4779745","8.18","8.257904338973"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2011","392","4799918","8.17","8.27357771235652"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2012","405","4815960","8.41","8.61452431704023"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2013","417","4829479","8.63","8.89483700466822"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2014","374","4846411","7.72","8.0383381069365"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2015","473","4858979","9.73","10.168999034374"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","2016","544","4863300","11.19","11.7582881692103"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2016","Homicide Injury","","7746","83781670","9.25","."
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","1999","51","624781","8.16","8.22208806708655"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2000","37","627428","5.9","5.69876457562812"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2001","38","633316","6","5.66302040818743"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2002","40","642691","6.22","5.85624235035254"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2003","47","650884","7.22","6.76933965245612"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2004","41","661569","6.2","5.96522386619448"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2005","37","669488","5.53","5.08001042466677"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2006","43","677325","6.35","6.10692917617059"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2007","50","682297","7.33","7.30983709056499"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2008","29","688125","4.21","4.43090610086225"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2009","26","698473","3.72","3.83011305408521"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2010","44","710231","6.2","6.06490799495374"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2011","36","722713","4.98","4.80571376207987"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2012","38","731089","5.2","4.85707866252639"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2013","43","736879","5.84","5.4287528497649"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2014","37","737046","5.02","4.66933526728107"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2015","62","738432","8.4","7.88547946402515"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","2016","54","741894","7.28","7.45303564383637"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2016","Homicide Injury","","753","12374661","6.09","."
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","1999","470","5023824","9.36","9.13793029900581"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2000","410","5166810","7.94","7.87280722731084"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2001","494","5304417","9.31","9.17805029301878"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2002","504","5452108","9.24","9.12246830394281"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2003","498","5591206","8.91","8.62687017784066"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2004","509","5759425","8.84","8.71585209422237"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2005","532","5974834","8.9","8.78271924783844"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2006","549","6192100","8.87","8.88307209195059"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2007","528","6362241","8.3","8.20341881885206"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2008","474","6499377","7.29","7.35354419847006"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2009","387","6595778","5.87","5.93361897652726"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2010","418","6392015","6.54","6.73359638993689"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2011","402","6467163","6.22","6.32828155616798"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2012","394","6549634","6.02","6.17090255900938"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2013","389","6624617","5.87","5.92474624510386"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2014","322","6728783","4.79","4.95192414442607"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2015","364","6828065","5.33","5.52182133966775"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","2016","420","6931071","6.06","6.27434989271852"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2016","Homicide Injury","","8064","110443468","7.3","."
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","1999","179","2651860","6.75","6.8426119153648"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2000","204","2678217","7.62","7.60497814908067"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2001","183","2691068","6.8","6.89139871805992"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2002","194","2704732","7.17","7.22247437586292"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2003","195","2722291","7.16","7.25112050002273"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2004","211","2746161","7.68","7.71705188222111"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2005","219","2776221","7.89","7.88746774516226"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2006","234","2815097","8.31","8.44434447368795"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2007","243","2842194","8.55","8.75481781648466"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2008","214","2867764","7.46","7.71433665159466"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2009","219","2889450","7.58","7.79240465360838"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2010","188","2915919","6.45","6.58455307412729"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2011","208","2939493","7.08","7.30186190649594"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2012","238","2950685","8.07","8.37497618423727"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2013","212","2958663","7.17","7.43842678383537"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2014","217","2966835","7.31","7.62988942608274"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2015","217","2978204","7.29","7.39488939736417"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","2016","248","2988248","8.3","8.6775179683733"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2016","Homicide Injury","","3823","51083102","7.48","."
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","1999","2066","33499204","6.17","5.99364059062491"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2000","2064","33998767","6.07","5.8839896714553"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2001","2223","34485623","6.45","6.21923873407947"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2002","2485","34876194","7.13","6.8794889542196"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2003","2487","35251107","7.06","6.83957247114923"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2004","2490","35558419","7","6.78090020478721"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2005","2540","35795255","7.1","6.86576584955241"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2006","2616","35979208","7.27","7.01744608054004"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2007","2376","36226122","6.56","6.35619573976895"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2008","2280","36580371","6.23","6.06961107611496"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2009","2124","36961664","5.75","5.610167931126"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2010","1954","37253956","5.25","5.09749354353363"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2011","1916","37676861","5.09","4.95910678643821"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2012","2010","38011074","5.29","5.17551759509133"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2013","1890","38335203","4.93","4.84323623425349"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2014","1813","38792291","4.67","4.60034142993503"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2015","1987","39144818","5.08","4.99861642513653"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","2016","2074","39250017","5.28","5.21643477420792"
"Both Sexes","All Races","California","Both","All Ages","1999","2016","Homicide Injury","","39395","657676154","5.99","."
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","1999","199","4226018","4.71","4.47920159797432"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2000","151","4327788","3.49","3.38698061202713"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2001","169","4433068","3.81","3.67431014404344"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2002","184","4504265","4.09","3.95528712023622"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2003","192","4548775","4.22","4.07884460033069"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2004","219","4599681","4.76","4.61506040528829"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2005","182","4660780","3.9","3.78866827540805"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2006","181","4753044","3.81","3.68172077814617"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2007","173","4842259","3.57","3.43831254100301"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2008","194","4935213","3.93","3.80691654573218"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2009","194","5024748","3.86","3.80317611723972"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2010","172","5029196","3.42","3.41546230062928"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2011","191","5118360","3.73","3.71913446149255"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2012","205","5189867","3.95","3.87720583208477"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2013","184","5267603","3.49","3.51950933186893"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2014","177","5355588","3.3","3.3311113241445"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2015","206","5456574","3.78","3.70511083750101"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","2016","235","5540545","4.24","4.24318908778872"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2016","Homicide Injury","","3408","87813372","3.88","."
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","1999","120","3386401","3.54","3.68263538314281"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2000","95","3411714","2.78","2.9331949969272"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2001","172","3428433","5.02","5.12258194178479"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2002","98","3448382","2.84","3.0140083404523"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2003","107","3467673","3.09","3.15468768125284"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2004","110","3474610","3.17","3.32455439170358"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2005","107","3477416","3.08","3.23804925476839"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2006","132","3485162","3.79","3.94854751781607"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2007","106","3488633","3.04","3.12286908099753"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2008","127","3502932","3.63","3.79136863792711"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2009","114","3518288","3.24","3.44426917846181"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2010","144","3574097","4.03","4.18734881987629"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2011","135","3589893","3.76","4.05342453310239"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2012","152","3593795","4.23","4.44565504545957"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2013","100","3596003","2.78","2.92536802659112"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2014","100","3594762","2.78","2.87891836493961"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2015","124","3590886","3.45","3.63015648318117"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","2016","88","3576452","2.46","2.64079615170522"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2016","Homicide Injury","","2131","63205532","3.37","."
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","1999","24","774990","3.1","3.03279610464291"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2000","23","786404","2.92","2.91888661222526"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2001","33","794620","4.15","4.15829116594374"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2002","38","804131","4.73","4.69212702431001"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2003","25","814905","3.07","3.08838488135675"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2004","35","826639","4.23","4.27816610637606"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2005","55","839906","6.55","6.59366514288871"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2006","50","853022","5.86","6.13840499020268"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2007","48","864896","5.55","5.80108184986891"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2008","65","876211","7.42","7.63847203306257"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2009","45","885122","5.08","5.28542445723886"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2010","61","897934","6.79","6.92373155151442"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2011","49","907924","5.4","5.40673483057242"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2012","62","916993","6.76","6.80494303316915"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2013","52","925395","5.62","5.81785039857945"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2014","57","935968","6.09","6.46766213662533"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2015","65","945934","6.87","7.45406192457321"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","2016","63","952065","6.62","7.00211563337164"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2016","Homicide Injury","","850","15603059","5.45","."
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","1999","186","570220","32.62","29.8292569158868"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2000","184","571723","32.18","28.7135034836252"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2001","197","578042","34.08","30.4156093321532"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2002","229","579585","39.51","35.9900093095999"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2003","194","577777","33.58","30.6464832144199"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2004","174","579796","30.01","28.1024813228406"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2005","180","582049","30.93","28.0760426377534"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2006","150","583978","25.69","23.0649727613925"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2007","159","586409","27.11","24.2468572429185"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2008","164","590074","27.79","25.6370896622794"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2009","135","599657","22.51","20.3014431712831"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2010","119","601723","19.78","17.6142416270258"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2011","109","620477","17.57","15.1879175359527"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2012","82","635327","12.91","10.9390273038033"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2013","90","649165","13.86","11.6437179047422"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2014","97","659836","14.7","13.1688123288946"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2015","136","672228","20.23","16.8496165276798"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","2016","127","681170","18.64","16.3868100509867"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2016","Homicide Injury","","2712","10919236","24.84","."
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","1999","964","15759421","6.12","6.35205106049064"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2000","937","16047246","5.84","6.05106572399346"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2001","969","16353869","5.93","6.07607326991773"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2002","1008","16680309","6.04","6.2738876090288"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2003","1004","16981183","5.91","6.12356051528885"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2004","1032","17375259","5.94","6.10338012858332"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2005","998","17783868","5.61","5.84925673623146"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2006","1214","18088505","6.71","6.90385150957782"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2007","1324","18277888","7.24","7.52968822585872"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2008","1300","18423878","7.06","7.39526356472615"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2009","1134","18537969","6.12","6.36874945351695"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2010","1114","18802690","5.92","6.1752359565485"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2011","1143","19096952","5.99","6.24904119737181"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2012","1200","19344156","6.2","6.45461581773066"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2013","1150","19582022","5.87","6.12812885497275"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2014","1159","19905569","5.82","6.17665698286319"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2015","1208","20271272","5.96","6.2836822724671"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","2016","1294","20612439","6.28","6.75446299424373"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2016","Homicide Injury","","20152","327924495","6.15","."
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2016","Homicide Injury","1999","634","8045966","7.88","7.48633788320193"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2016","Homicide Injury","2000","659","8230053","8.01","7.70827267310465"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2016","Homicide Injury","2001","681","8419594","8.09","7.7567728807259"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2016","Homicide Injury","2002","672","8585535","7.83","7.47517509670088"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2016","Homicide Injury","2003","736","8735259","8.43","8.18394930423975"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2016","Homicide Injury","2004","659","8913676","7.39","7.20996760089728"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2016","Homicide Injury","2005","649","9097428","7.13","6.99032994134723"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2016","Homicide Injury","2006","687","9330086","7.36","7.17527036355876"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2016","Homicide Injury","2007","771","9533761","8.09","7.92399099741183"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2016","Homicide Injury","2008","712","9697838","7.34","7.27964012164516"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2016","Homicide Injury","2009","640","9829211","6.51","6.46437723718099"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2016","Homicide Injury","2010","640","9687663","6.61","6.53452917739367"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2016","Homicide Injury","2011","618","9811610","6.3","6.25676172098158"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2016","Homicide Injury","2012","657","9914668","6.63","6.49716050560341"
