"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2014","15","740040","2.03","1.99232816075029"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2015","22","756927","2.91","3.16913825708405"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2016","17","757952","2.24","2.23932411014775"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","","231","12062133","1.92","."
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","1999","450","11335457","3.97","3.99234175285473"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2000","465","11363719","4.09","4.11270824090308"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2001","524","11396874","4.6","4.64679659958816"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2002","549","11420981","4.81","4.86347576468214"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2003","520","11445180","4.54","4.59466552349495"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2004","563","11464593","4.91","4.96935821101836"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2005","630","11475262","5.49","5.5839415201333"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2006","666","11492495","5.8","5.92116162522171"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2007","639","11520815","5.55","5.66423738282794"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2008","598","11528072","5.19","5.34189797026477"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2009","541","11542645","4.69","4.78014441202294"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2010","569","11536502","4.93","5.11579389587592"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2011","618","11544824","5.35","5.5624357101595"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2012","632","11550839","5.47","5.7334364209055"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2013","648","11570022","5.6","5.8650792622792"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2014","578","11596998","4.98","5.17343193512322"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2015","669","11613423","5.76","6.0040321662495"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","2016","721","11614373","6.21","6.50543783387867"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2016","Homicide Injury","","10580","207013074","5.11","."
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","1999","231","3437148","6.72","6.67367709927521"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2000","200","3453861","5.79","5.83236212456259"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2001","210","3464729","6.06","6.05481331614274"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2002","196","3484754","5.62","5.5786901280073"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2003","224","3498687","6.4","6.34516312741301"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2004","221","3514449","6.29","6.32989520390457"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2005","214","3532769","6.06","6.07617568911096"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2006","226","3574334","6.32","6.35556312615398"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2007","251","3612186","6.95","6.91115232486873"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2008","230","3644025","6.31","6.55565207358407"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2009","248","3687050","6.73","6.77671917997805"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2010","214","3751354","5.7","5.70156312816267"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2011","261","3786274","6.89","6.99447094796967"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2012","270","3817054","7.07","7.23528674958023"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2013","258","3852415","6.7","6.93791672445113"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2014","250","3879610","6.44","6.48408033350104"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2015","324","3911338","8.28","8.46836018454259"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","2016","322","3923561","8.21","8.61335228638317"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2016","Homicide Injury","","4350","65825598","6.61","."
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","1999","107","3393941","3.15","3.14681875676423"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2000","91","3430828","2.65","2.63966869012229"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2001","100","3470382","2.88","2.87538738796533"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2002","106","3517111","3.01","3.07752753045559"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2003","93","3550180","2.62","2.54676782831717"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2004","112","3573505","3.13","3.12977383627736"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2005","102","3617869","2.82","2.8097445723083"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2006","113","3677545","3.07","3.06155135696837"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2007","81","3732957","2.17","2.12336264708089"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2008","103","3782991","2.72","2.70328829178802"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2009","103","3825657","2.69","2.57775000319196"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2010","115","3831073","3","2.95545964084616"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2011","109","3868031","2.82","2.87778366558932"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2012","110","3899116","2.82","2.81556680573475"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2013","90","3925751","2.29","2.29285841535695"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2014","99","3971202","2.49","2.40681551599561"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2015","138","4028977","3.43","3.42231157930837"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","2016","129","4093465","3.15","3.21660062573018"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2016","Homicide Injury","","1901","67190581","2.83","."
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","1999","639","12263805","5.21","5.41117668590458"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2000","650","12285041","5.29","5.50084067939323"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2001","671","12299533","5.46","5.66594081313737"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2002","640","12326302","5.19","5.39223071333271"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2003","676","12357524","5.47","5.69317777746803"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2004","683","12388368","5.51","5.74608420944756"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2005","749","12418161","6.03","6.26429789245607"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2006","769","12471142","6.17","6.40331093181902"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2007","750","12522531","5.99","6.23790519616641"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2008","697","12566368","5.55","5.78366052573716"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2009","650","12604767","5.16","5.38310948481136"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2010","689","12702379","5.42","5.60798440621"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2011","681","12744293","5.34","5.5694573187452"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2012","698","12771854","5.47","5.77408432781591"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2013","634","12781338","4.96","5.2853453034147"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2014","620","12793767","4.85","5.11291699363477"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2015","673","12802503","5.26","5.49602516763715"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","2016","723","12784227","5.66","5.95130108339235"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2016","Homicide Injury","","12292","225883903","5.44","."
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","1999","36","1040402","3.46","3.46784340909132"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2000","39","1050725","3.71","3.74290369236324"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2001","37","1058051","3.5","3.546872588256"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2002","43","1066034","4.03","4.03549711265427"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2003","29","1071504","2.71","2.63753662118573"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2004","29","1071414","2.71","2.70349323730115"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2005","32","1064989","3","3.09292475721521"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2006","39","1060196","3.68","3.61343766963857"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2007","24","1055009","2.27","2.24460621454656"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2008","29","1053502","2.75","2.73863472641537"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2009","30","1053209","2.85","2.93507155382226"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2010","27","1052567","2.57","2.5826514987908"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2011","19","1052451","1.81","1.87817524368689"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2012","30","1052901","2.85","2.90503973456521"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2013","31","1053033","2.94","2.75073834968472"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2014","27","1054907","2.56","2.46274855932338"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2015","28","1056298","2.65","2.77384592638072"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","2016","25","1056426","2.37","2.25202770718323"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2016","Homicide Injury","","554","19023618","2.91","."
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","1999","313","3974684","7.87","7.7511131025925"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2000","326","4023396","8.1","7.9799423044584"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2001","350","4062701","8.61","8.55771275198864"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2002","326","4103934","7.94","7.8929708478433"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2003","325","4146474","7.84","7.82021740451622"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2004","323","4201306","7.69","7.73102339848787"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2005","337","4256199","7.92","7.94176293705403"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2006","391","4339399","9.01","8.99659815214779"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2007","382","4424232","8.63","8.60917492555735"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2008","354","4503280","7.86","7.8786088962944"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2009","347","4561242","7.61","7.69031534008348"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2010","322","4625364","6.96","7.03088928552767"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2011","355","4672637","7.6","7.74574330617514"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2012","373","4720760","7.9","8.02958273651561"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2013","318","4767894","6.67","6.83644501547047"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2014","363","4829160","7.52","7.54509366038143"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2015","448","4896146","9.15","9.39731654404223"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","2016","426","4961119","8.59","8.97700454280363"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2016","Homicide Injury","","6379","80069927","7.97","."
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","1999","23","750417","3.06","3.228410675296"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2000","14","755657","1.85","1.92601236346641"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2001","18","758983","2.37","2.31307547156307"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2002","22","762107","2.89","2.99448964505694"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2003","16","766975","2.09","2.11802166495762"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2004","24","774283","3.1","3.10673964810411"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2005","22","780084","2.82","2.9261423621426"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2006","21","788519","2.66","2.89355206844437"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2007","15","797035","1.88","1.84007234419204"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2008","20","804532","2.49","2.49959296032316"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2009","31","812383","3.82","3.93586402731757"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2010","17","814180","2.09","2.10565964520376"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2011","25","824398","3.03","3.02431969904088"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2012","20","834441","2.4","2.49691256426526"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2013","20","844922","2.37","2.43448648402331"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2014","26","853304","3.05","3.18715315541868"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2015","35","858469","4.08","4.35726001356411"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","2016","38","865454","4.39","4.74882615109261"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2016","Homicide Injury","","407","14446143","2.82","."
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","1999","423","5638708","7.5","7.33270988206217"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2000","471","5703094","8.26","8.15192278521622"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2001","454","5755443","7.89","7.74612742487461"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2002","467","5803306","8.05","7.94605279715184"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2003","438","5856522","7.48","7.42197040644771"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2004","417","5916762","7.05","7.0137372949776"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2005","495","5995748","8.26","8.25688963218355"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2006","486","6089453","7.98","7.94419185660626"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2007","475","6172862","7.69","7.74775079018166"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2008","479","6240456","7.68","7.78696006220159"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2009","496","6296254","7.88","7.96690993244766"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2010","410","6346113","6.46","6.48280631846481"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2011","444","6397634","6.94","7.07951227206852"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2012","471","6454306","7.3","7.39228951883825"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2013","405","6494821","6.24","6.34981682212207"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2014","417","6547779","6.37","6.47368304522457"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2015","460","6600299","6.97","7.12822610972559"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","2016","563","6651194","8.46","8.70826065588059"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2016","Homicide Injury","","8271","110960754","7.45","."
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","1999","1319","20558220","6.42","6.2393440831096"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2000","1317","20946049","6.29","6.08608364607319"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2001","1415","21332847","6.63","6.43116992202974"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2002","1421","21710788","6.55","6.33634779844268"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2003","1525","22057801","6.91","6.72319999156715"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2004","1416","22418319","6.32","6.17615241717963"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2005","1501","22801920","6.58","6.43496551940452"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2006","1467","23369024","6.28","6.12538893781779"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2007","1495","23837701","6.27","6.17837777105845"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2008","1487","24304290","6.12","6.01984455373075"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2009","1502","24782302","6.06","6.00484535982328"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2010","1363","25145561","5.42","5.36213117867269"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2011","1266","25646389","4.94","4.9000550090559"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2012","1324","26071655","5.08","5.0387730962964"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2013","1354","26473525","5.11","5.09097547329433"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2014","1389","26979078","5.15","5.12647126701812"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2015","1538","27469114","5.6","5.59174207184453"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","2016","1669","27862596","5.99","5.98470657034019"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2016","Homicide Injury","","25768","433767179","5.94","."
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","1999","51","2203483","2.31","2.3310029723193"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2000","52","2244210","2.32","2.3069684994089"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2001","77","2291250","3.36","3.39984845457646"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2002","54","2334473","2.31","2.25975230504166"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2003","58","2379938","2.44","2.49898103494782"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2004","45","2438915","1.85","1.87107674575243"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2005","63","2499637","2.52","2.34272622046381"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2006","52","2583724","2.01","1.95502487658456"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2007","68","2663796","2.55","2.35233195058938"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2008","46","2727343","1.69","1.71302256624284"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2009","51","2784572","1.83","1.9053612984599"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2010","52","2763885","1.88","1.90671947950551"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2011","57","2816124","2.02","2.13023231902576"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2012","46","2855782","1.61","1.69274721433019"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2013","53","2902663","1.83","1.9399040802275"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2014","61","2944498","2.07","2.07482653312011"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2015","60","2995919","2","1.91231809635406"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","2016","80","3051217","2.62","2.51810782477842"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2016","Homicide Injury","","1026","47481429","2.16","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","1999","17","604687","2.81","2.93519164428863"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2000","11","609876","1.8","1.75226838749741"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2001","14","612153","2.29","2.30401449173798"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2002","P","614950",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2003","12","616559","1.95","1.84207749147259"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2004","10","618145","1.62","1.70718772073158"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2005","12","618814","1.94","1.91164464201428"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2006","13","619985","2.1","2.12946364636734"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2007","13","620460","2.1","2.39138254437566"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2008","17","621049","2.74","2.97751207959903"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2009","P","621760",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2010","P","625741",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2011","P","626730",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2012","P","626444",".","."
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2013","10","627140","1.59","1.80783529077447"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2014","16","626767","2.55","2.88823789205835"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2015","16","626042","2.56","2.66672602331892"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","2016","11","624594","1.76","1.89940055951845"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2016","Homicide Injury","","213","11161896","1.91","."
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","1999","419","7000176","5.99","5.86773231180097"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2000","435","7104354","6.12","6.00434816074899"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2001","509","7191304","7.08","6.92361872005014"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2002","397","7283541","5.45","5.38439467103677"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2003","462","7373694","6.27","6.14449738521306"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2004","407","7468914","5.45","5.34341086561968"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2005","490","7563887","6.48","6.34293562646996"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2006","410","7646996","5.36","5.24588505940027"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2007","420","7719749","5.44","5.29626761909668"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2008","376","7795424","4.82","4.77067607797433"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2009","387","7882590","4.91","4.86094394832887"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2010","373","8001031","4.66","4.62590225926179"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2011","336","8110035","4.14","4.1364018445179"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2012","335","8192048","4.09","4.06152083569597"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2013","333","8262692","4.03","4.00249818205475"
